date,sym,open,high,low,close,volume
2019/12/16,bitcoin,7119.6,7150,6836,6891.72,43863.99306
2019/12/17,bitcoin,6891.44,6942.21,6560,6623.82,53865.06993
2019/12/18,bitcoin,6623.84,7440,6435,7277.83,95636.65125
2019/12/19,bitcoin,7277.83,7380,7038.31,7150.3,55509.04908
2019/12/20,bitcoin,7151.31,7220,7079.5,7187.83,32132.06921
2019/12/21,bitcoin,7188.01,7190.58,7105,7132.75,19467.17403
2019/12/22,bitcoin,7131.59,7518.54,7122.47,7501.44,39137.45515
2019/12/23,bitcoin,7500.71,7695.38,7265.84,7317.09,68051.9972
2019/12/24,bitcoin,7317.3,7436.68,7157.04,7255.77,43629.49419
2019/12/25,bitcoin,7255.77,7271.77,7128.86,7204.63,27492.04432
2019/12/26,bitcoin,7205.01,7435,7157.12,7202,36259.76108
2019/12/27,bitcoin,7202,7275.86,7076.42,7254.74,33642.70186
2019/12/28,bitcoin,7254.77,7365.01,7238.67,7316.14,26848.9822
2019/12/29,bitcoin,7315.36,7528.45,7288,7388.24,31387.10609
2019/12/30,bitcoin,7388.43,7408.24,7220,7246,29605.91178
2019/12/31,bitcoin,7246,7320,7145.01,7195.23,25954.45353
2020/1/1,bitcoin,7195.24,7255,7175.15,7200.85,16792.38817
2020/1/2,bitcoin,7200.77,7212.5,6924.74,6965.71,31951.48393
2020/1/3,bitcoin,6965.49,7405,6871.04,7344.96,68428.50045
2020/1/4,bitcoin,7345,7404,7272.21,7354.11,29987.97498
2020/1/5,bitcoin,7354.19,7495,7318,7358.75,38331.0856
2020/1/6,bitcoin,7357.64,7795.34,7346.76,7758,54635.69532
2020/1/7,bitcoin,7758.9,8207.68,7723.71,8145.28,91171.68466
2020/1/8,bitcoin,8145.92,8455,7870,8055.98,112622.6426
2020/1/9,bitcoin,8054.72,8055.96,7750,7817.76,64239.51983
2020/1/10,bitcoin,7817.74,8199,7672,8197.02,82406.77745
2020/1/11,bitcoin,8198.86,8286.34,8003.16,8020.01,54810.03267
2020/1/12,bitcoin,8020.01,8197,7960,8184.98,38131.49434
2020/1/13,bitcoin,8184.97,8196,8055.89,8110.34,31159.75568
2020/1/14,bitcoin,8110.34,8880,8105.54,8810.01,120399.1267
2020/1/15,bitcoin,8814.64,8916.48,8564,8821.41,84816.29761
2020/1/16,bitcoin,8820.01,8859.81,8586,8720.01,51991.07428
2020/1/17,bitcoin,8720.15,9041.65,8672.44,8913.28,70897.73738
2020/1/18,bitcoin,8913.27,8988.88,8806.38,8915.96,38294.74655
2020/1/19,bitcoin,8915.09,9198.98,8466,8701.7,70676.88926
2020/1/20,bitcoin,8701.72,8746.99,8521.28,8642.35,38896.63975
2020/1/21,bitcoin,8642.35,8789,8488,8736.03,36494.68766
2020/1/22,bitcoin,8736.04,8818,8590,8682.36,29080.55714
2020/1/23,bitcoin,8682.77,8691.81,8306.39,8404.52,48165.9446
2020/1/24,bitcoin,8404.52,8528.02,8238,8439,41687.52953
2020/1/25,bitcoin,8438.99,8451.26,8254.9,8340.58,25521.15793
2020/1/26,bitcoin,8340.01,8618.13,8293.66,8615,31130.48516
2020/1/27,bitcoin,8614.39,9000,8535,8907.57,53973.543
2020/1/28,bitcoin,8907.57,9400,8862.4,9374.21,74584.85377
2020/1/29,bitcoin,9375.34,9449.24,9216,9301.53,53864.06512
2020/1/30,bitcoin,9301.57,9578,9204.44,9513.21,60626.74426
2020/1/31,bitcoin,9511.52,9530.22,9210.01,9352.89,45552.02235
2020/2/1,bitcoin,9351.71,9464.53,9281,9384.61,28578.06735
2020/2/2,bitcoin,9384.41,9477.03,9120,9331.51,45690.91254
2020/2/3,bitcoin,9331.59,9618.79,9234,9292.24,50892.13345
2020/2/4,bitcoin,9291.35,9350,9093.01,9197.02,53308.17527
2020/2/5,bitcoin,9197.02,9744.45,9177.22,9612.04,64870.41562
2020/2/6,bitcoin,9612.03,9862.57,9526.35,9772,64949.70659
2020/2/7,bitcoin,9772,9885,9730,9813.73,43966.11463
2020/2/8,bitcoin,9813.87,9940,9667.11,9895.05,43600.84367
2020/2/9,bitcoin,9895.04,10166,9880.75,10151.75,43408.47562
2020/2/10,bitcoin,10151.72,10188,9756,9851.83,59573.08462
2020/2/11,bitcoin,9851.74,10323.59,9700,10223.08,62422.39522
2020/2/12,bitcoin,10223.08,10450,10223.08,10326.46,61008.06393
2020/2/13,bitcoin,10325.33,10500,10080,10229.63,79344.35876
2020/2/14,bitcoin,10227.78,10381.56,10111.37,10344.36,47038.48017
2020/2/15,bitcoin,10344.36,10375,9801,9904.72,57657.20295
2020/2/16,bitcoin,9904.46,10050,9638.12,9917.27,60023.99954
2020/2/17,bitcoin,9910.7,9964.16,9452.67,9706,70261.0119
2020/2/18,bitcoin,9706,10250,9576.01,10164.71,70604.12402
2020/2/19,bitcoin,10164.78,10250,9350,9593.79,55162.5869
2020/2/20,bitcoin,9594.65,9699,9400,9596.42,60152.34291
2020/2/21,bitcoin,9597.21,9755.51,9550.21,9677.05,42181.55452
2020/2/22,bitcoin,9677.05,9709.17,9560.02,9650.86,24636.75762
2020/2/23,bitcoin,9650.85,9990,9645,9936.4,37702.08984
2020/2/24,bitcoin,9936.4,9990,9473.56,9656.13,55796.59612
2020/2/25,bitcoin,9655.52,9675,9250,9315.84,54379.34455
2020/2/26,bitcoin,9316.48,9377.44,8633.63,8785.25,92130.34548
2020/2/27,bitcoin,8786,8971.77,8531,8823.21,72483.57876
2020/2/28,bitcoin,8823.25,8900,8445,8692.91,71155.20898
2020/2/29,bitcoin,8690.8,8790,8523.55,8523.61,36748.18304
2020/3/1,bitcoin,8523.61,8750,8411,8531.88,43892.20178
2020/3/2,bitcoin,8530.3,8965.75,8498,8915.24,60401.31773
2020/3/3,bitcoin,8911.18,8919.65,8651,8760.07,55154.99728
2020/3/4,bitcoin,8760.07,8848.29,8660,8750.87,38696.48258
2020/3/5,bitcoin,8750.99,9159.42,8746.54,9054.68,58201.86636
2020/3/6,bitcoin,9054.64,9170,8985.5,9131.88,43782.94804
2020/3/7,bitcoin,9130.89,9188,8835,8886.66,45422.20453
2020/3/8,bitcoin,8885.25,8886.76,8000,8033.31,77537.31517
2020/3/9,bitcoin,8034.76,8179.31,7632.01,7929.87,116968.8633
2020/3/10,bitcoin,7929.87,8149,7728.01,7894.56,86783.44388
2020/3/11,bitcoin,7894.57,7980,7590,7934.52,79942.41117
2020/3/12,bitcoin,7934.58,7966.17,4410,4800,261505.6087
2020/3/13,bitcoin,4800.01,5955,3782.13,5578.6,402201.6738
2020/3/14,bitcoin,5576.05,5640.52,5055.13,5172.06,136910.136
2020/3/15,bitcoin,5172.48,5940,5093.1,5361.3,139916.1465
2020/3/16,bitcoin,5360.33,5365.42,4442.12,5028.97,227276.9228
2020/3/17,bitcoin,5028.86,5525,4921.45,5312.64,150089.9263
2020/3/18,bitcoin,5312.64,5436.17,5009.37,5393.04,137127.6349
2020/3/19,bitcoin,5393.26,6400,5252.53,6162.37,199020.8734
2020/3/20,bitcoin,6162.05,6900,5670,6208.36,219298.3295
2020/3/21,bitcoin,6204.57,6456.98,5860.02,6186.98,128913.6684
2020/3/22,bitcoin,6187.04,6407.87,5734.01,5816.19,119115.9905
2020/3/23,bitcoin,5816.05,6600,5688,6467.31,164674.2158
2020/3/24,bitcoin,6465.25,6833,6371.33,6744.72,151138.0099
2020/3/25,bitcoin,6744.69,6957.96,6450,6677.43,132155.735
2020/3/26,bitcoin,6677.42,6780,6510,6737.36,83026.55521
2020/3/27,bitcoin,6737.27,6842.59,6261,6359.11,82914.96835
2020/3/28,bitcoin,6359.11,6360,6024,6236.65,93159.69343
2020/3/29,bitcoin,6236.65,6266,5866.56,5881.42,63311.62771
2020/3/30,bitcoin,5880.5,6599,5857.76,6394.38,118889.55
2020/3/31,bitcoin,6394.45,6523.23,6321.4,6410.44,72337.59526
2020/4/1,bitcoin,6412.14,6679.94,6150.11,6642.92,97500.7524
2020/4/2,bitcoin,6643.36,7198,6551,6794.09,149299.9069
2020/4/3,bitcoin,6793.86,7048,6602.1,6734.1,104080.2769
2020/4/4,bitcoin,6732.97,6990.41,6650.01,6856.99,72990.86114
2020/4/5,bitcoin,6857.41,6895.54,6677.52,6772.78,49685.35698
2020/4/6,bitcoin,6772.78,7355.14,6765,7329.9,118052.0008
2020/4/7,bitcoin,7329.9,7459.69,7077,7197.32,103585.1689
2020/4/8,bitcoin,7197.32,7420,7150,7361.28,76059.14584
2020/4/9,bitcoin,7360.26,7371.92,7108.08,7283.54,61094.87242
2020/4/10,bitcoin,7283.54,7295.75,6739.98,6858.92,104674.6234
2020/4/11,bitcoin,6858.92,6944.3,6760,6876.83,45470.29321
2020/4/12,bitcoin,6876.84,7177,6780,6903.79,73868.6665
2020/4/13,bitcoin,6903.79,6903.79,6575,6837.91,96415.47657
2020/4/14,bitcoin,6838.04,6978,6754.28,6868.7,69068.62329
2020/4/15,bitcoin,6868.57,6933,6605,6621.24,61571.38499
2020/4/16,bitcoin,6621.25,7190,6468.27,7101.94,125009.8575
2020/4/17,bitcoin,7101.99,7148.12,6972.98,7027.55,54126.50976
2020/4/18,bitcoin,7026.78,7293.08,7014.4,7248.6,49488.54282
2020/4/19,bitcoin,7248.6,7266.15,7055.6,7120.74,45664.86393
2020/4/20,bitcoin,7121.4,7220,6751,6826.83,90149.49137
2020/4/21,bitcoin,6828.98,6940,6762,6841.37,60109.71081
2020/4/22,bitcoin,6841.36,7156.38,6818,7125.14,61486.37733
2020/4/23,bitcoin,7125.12,7738,7020,7482.39,102773.5696
2020/4/24,bitcoin,7483.96,7615.96,7388,7505,60182.11994
2020/4/25,bitcoin,7505,7705,7431.07,7538.67,43874.42773
2020/4/26,bitcoin,7539.03,7700,7480,7693.1,50522.61621
2020/4/27,bitcoin,7693.1,7792.02,7606,7774.62,65441.33958
2020/4/28,bitcoin,7773.51,7780,7659.12,7738.98,46302.75264
2020/4/29,bitcoin,7738.58,8952.89,7710.05,8778.57,183546.8875
2020/4/30,bitcoin,8778.58,9460,8401,8620,206277.2141
2020/5/1,bitcoin,8620,9059.18,8613.56,8826.96,91468.81506
2020/5/2,bitcoin,8825.67,9010,8753,8972.05,59002.08755
2020/5/3,bitcoin,8972.58,9200,8712,8894.16,90126.06564
2020/5/4,bitcoin,8894.15,8950,8522,8871.96,84418.51233
2020/5/5,bitcoin,8871.92,9118.58,8760,9021.83,76480.76534
2020/5/6,bitcoin,9021.36,9395,8906.21,9142.92,105925.3024
2020/5/7,bitcoin,9143.4,10067,9021,9986.4,147154.6114
2020/5/8,bitcoin,9986.3,10035.96,9705,9800.01,100683.7964
2020/5/9,bitcoin,9800.02,9914.25,9520,9539.4,81950.67957
2020/5/10,bitcoin,9539.1,9574.83,8117,8722.77,183865.182
2020/5/11,bitcoin,8722.77,9168,8200,8561.52,168807.2518
2020/5/12,bitcoin,8562.04,8978.26,8528.78,8810.79,86522.78007
2020/5/13,bitcoin,8810.99,9398,8792.99,9309.37,92466.27402
2020/5/14,bitcoin,9309.35,9939,9256.76,9791.98,129565.3775
2020/5/15,bitcoin,9791.97,9845.62,9150,9316.42,115890.7615
2020/5/16,bitcoin,9315.96,9588,9220,9381.27,59587.62786
2020/5/17,bitcoin,9380.81,9888,9322.1,9680.04,68647.76432
2020/5/18,bitcoin,9681.11,9950,9464.23,9733.93,82006.60358
2020/5/19,bitcoin,9733.93,9897.21,9474,9775.53,78539.76045
2020/5/20,bitcoin,9775.13,9842,9326,9511.43,74923.73809
2020/5/21,bitcoin,9511.43,9578.47,8815,9068.65,108928.781
2020/5/22,bitcoin,9067.51,9271,8933.52,9170,58943.13102
2020/5/23,bitcoin,9170,9307.85,9070,9179.15,43526.29697
2020/5/24,bitcoin,9179.01,9298,8700,8720.34,70379.86645
2020/5/25,bitcoin,8718.14,8979.66,8642.72,8900.35,62833.91095
2020/5/26,bitcoin,8900.35,9017.67,8700,8841.18,58299.77014
2020/5/27,bitcoin,8841,9225,8811.73,9204.07,68910.35551
2020/5/28,bitcoin,9204.07,9625.47,9110,9575.89,74110.78766
2020/5/29,bitcoin,9575.87,9605.26,9330,9427.07,57374.36296
2020/5/30,bitcoin,9426.6,9740,9331.23,9697.72,55665.27254
2020/5/31,bitcoin,9697.72,9700,9381.41,9448.27,48333.7864
2020/6/1,bitcoin,9448.27,10380,9421.67,10200.77,76649.12696
2020/6/2,bitcoin,10202.71,10228.99,9266,9518.04,108970.7732
2020/6/3,bitcoin,9518.02,9690,9365.21,9666.24,46252.64494
2020/6/4,bitcoin,9666.32,9881.63,9450,9789.06,57456.10097
2020/6/5,bitcoin,9788.14,9854.75,9581,9621.16,47788.05005
2020/6/6,bitcoin,9621.17,9735,9531.05,9666.3,32752.95089
2020/6/7,bitcoin,9666.85,9802,9372.46,9746.99,57952.84839
2020/6/8,bitcoin,9746.99,9800,9633,9782.01,40664.66413
2020/6/9,bitcoin,9782,9877,9570,9772.43,46024.00129
2020/6/10,bitcoin,9772.44,9992.72,9704.18,9885,47130.76298
2020/6/11,bitcoin,9885.22,9964,9113,9280.4,94418.98473
2020/6/12,bitcoin,9278.88,9557.12,9232.51,9465.13,50119.06693
2020/6/13,bitcoin,9464.96,9494.73,9351,9473.34,27759.78485
2020/6/14,bitcoin,9473.34,9480.99,9245,9342.1,30055.50661
2020/6/15,bitcoin,9342.1,9495,8910.45,9426.02,86107.92471
2020/6/16,bitcoin,9426.05,9589,9373.09,9525.59,52052.44693
2020/6/17,bitcoin,9526.97,9565,9236.61,9465.14,48046.41115
2020/6/18,bitcoin,9465.13,9489,9280,9386.32,37381.95377
2020/6/19,bitcoin,9386.32,9438.3,9215.79,9310.23,45330.98367
2020/6/20,bitcoin,9310.23,9395,9170.95,9358.95,30329.06538
2020/6/21,bitcoin,9358.95,9422,9281.54,9294.69,24316.92623
2020/6/22,bitcoin,9294.69,9780,9277.09,9685.69,57895.46834
2020/6/23,bitcoin,9685.69,9720,9577.03,9624.89,41031.02938
2020/6/24,bitcoin,9624.33,9670,9208,9296.49,61571.56146
2020/6/25,bitcoin,9298.33,9340,9009.69,9249.49,55831.61916
2020/6/26,bitcoin,9249.49,9298,9045.45,9162.21,50292.29828
2020/6/27,bitcoin,9162.21,9196.24,8833,9012,46290.93011
2020/6/28,bitcoin,9012,9191,8948.06,9116.35,30688.17642
2020/6/29,bitcoin,9116.16,9238,9024.67,9192.56,42120.29326
2020/6/30,bitcoin,9192.93,9205,9064.89,9138.55,31463.1628
2020/7/1,bitcoin,9138.08,9292,9080.1,9232,38488.5287
2020/7/2,bitcoin,9231.99,9261.96,8940,9086.54,45725.16808
2020/7/3,bitcoin,9086.54,9125,9037.47,9058.26,28943.42018
2020/7/4,bitcoin,9057.79,9190,9040.04,9135.46,26441.96848
2020/7/5,bitcoin,9135,9145.24,8893.03,9069.41,34073.65363
2020/7/6,bitcoin,9069.41,9375,9055.92,9344.2,54463.13228
2020/7/7,bitcoin,9342.47,9379.42,9203,9257.39,34587.33668
2020/7/8,bitcoin,9257.4,9470,9231,9436.06,56140.51778
2020/7/9,bitcoin,9436.06,9440.79,9160,9232.43,48044.45065
2020/7/10,bitcoin,9232.42,9317.48,9125,9288.34,38295.49401
2020/7/11,bitcoin,9288.34,9299.28,9178.25,9234.03,22561.366
2020/7/12,bitcoin,9234.02,9345,9157.5,9302.75,30872.70229
2020/7/13,bitcoin,9303.31,9343.82,9200.89,9242.62,42740.06912
2020/7/14,bitcoin,9242.61,9279.54,9113,9255.85,45772.55251
2020/7/15,bitcoin,9255.85,9276.49,9160.57,9197.6,39053.57967
2020/7/16,bitcoin,9197.6,9226.15,9047.25,9133.72,43375.57119
2020/7/17,bitcoin,9133.72,9186.83,9089.81,9154.32,28054.35874
2020/7/18,bitcoin,9154.31,9219.3,9121.1,9170.28,22554.54146
2020/7/19,bitcoin,9170.3,9232.27,9101.35,9208.99,26052.01942
2020/7/20,bitcoin,9208.99,9221.52,9131,9160.78,35458.76408
2020/7/21,bitcoin,9160.78,9437.73,9152.8,9390,60413.58249
2020/7/22,bitcoin,9390,9544,9261,9518.16,48815.00411
2020/7/23,bitcoin,9518.16,9664,9440.33,9603.27,51856.2335
2020/7/24,bitcoin,9603.27,9637,9463.44,9537.8,43931.13621
2020/7/25,bitcoin,9538.1,9732.9,9513,9700.42,40679.54542
2020/7/26,bitcoin,9700.42,10111,9650,9931.54,65279.26932
2020/7/27,bitcoin,9931.54,11394.86,9917.21,11029.96,150188.9331
2020/7/28,bitcoin,11029.96,11242.23,10565,10906.27,97267.73419
2020/7/29,bitcoin,10906.27,11342.82,10812,11100.53,76838.09423
2020/7/30,bitcoin,11100.52,11170,10831,11099.61,60794.82646
2020/7/31,bitcoin,11099.79,11444,10960,11335.46,70063.66097
2020/8/1,bitcoin,11335.46,11861,11220,11801.17,85087.48513
2020/8/2,bitcoin,11801.17,12123.46,10518.5,11071.35,97553.0776
2020/8/3,bitcoin,11071.36,11473,10936,11219.81,56931.84148
2020/8/4,bitcoin,11219.68,11414.98,11000,11191.97,58629.11371
2020/8/5,bitcoin,11191.99,11780.93,11093,11744.91,74970.25685
2020/8/6,bitcoin,11744.91,11900,11562.5,11762.46,63529.08502
2020/8/7,bitcoin,11762.47,11909.94,11322,11594.23,65755.92602
2020/8/8,bitcoin,11594.36,11808.27,11512,11761.41,41858.16104
2020/8/9,bitcoin,11761.02,11797.11,11521.97,11681.68,41493.06734
2020/8/10,bitcoin,11681.69,12067.35,11450,11892.92,84952.33789
2020/8/11,bitcoin,11892.9,11935,11125,11392.08,90748.28463
2020/8/12,bitcoin,11392.09,11617.52,11150,11564.33,64909.61364
2020/8/13,bitcoin,11564.34,11792.96,11270.36,11780,70132.4915
2020/8/14,bitcoin,11779.77,11850,11634.03,11760.54,59818.8527
2020/8/15,bitcoin,11760.55,11980,11680,11852.4,56237.90505
2020/8/16,bitcoin,11852.4,11931.72,11686,11911,41368.23691
2020/8/17,bitcoin,11910.99,12468,11769.78,12281.13,84734.21154
2020/8/18,bitcoin,12281.15,12387.77,11817.93,11945.01,75923.83553
2020/8/19,bitcoin,11945.1,12020.08,11561,11754.59,73940.16961
2020/8/20,bitcoin,11754.38,11888,11668,11853.55,46085.25435
2020/8/21,bitcoin,11853.54,11878,11485.81,11531.34,64448.30614
2020/8/22,bitcoin,11531.23,11686,11376.81,11662.96,43678.70165
2020/8/23,bitcoin,11663.51,11718.07,11514.13,11648.13,37900.00469
2020/8/24,bitcoin,11648.12,11824.9,11585.09,11748.2,46212.39187
2020/8/25,bitcoin,11748.19,11767.85,11117.64,11318.42,69590.92327
2020/8/26,bitcoin,11318.42,11539.32,11244,11461.43,53998.23123
2020/8/27,bitcoin,11461.42,11592.2,11125,11330.38,63246.03638
2020/8/28,bitcoin,11330.38,11542.65,11276.89,11526.91,45953.90837
2020/8/29,bitcoin,11526.9,11580.02,11417.04,11465.84,32973.7992
2020/8/30,bitcoin,11465.84,11719,11458,11711.16,43177.87905
2020/8/31,bitcoin,11711.17,11800.77,11570,11649.51,55353.61774
2020/9/1,bitcoin,11649.51,12050.85,11515,11921.97,78148.19367
2020/9/2,bitcoin,11921.97,11954.57,11160.1,11388.54,87221.8456
2020/9/3,bitcoin,11388.54,11462.6,9960.8,10140.85,121950.106
2020/9/4,bitcoin,10138.29,10627.05,9875.5,10446.25,92733.59911
2020/9/5,bitcoin,10446.25,10565.68,9825,10166.69,90001.60557
2020/9/6,bitcoin,10166.69,10347.14,9994.86,10256.2,56368.78882
2020/9/7,bitcoin,10255.89,10410.75,9875,10373.44,62620.23068
2020/9/8,bitcoin,10373.45,10438,9850,10126.65,73491.87842
2020/9/9,bitcoin,10126.66,10343,9981.01,10219.2,49347.11378
2020/9/10,bitcoin,10219.29,10483.35,10070.83,10336.87,58253.75375
2020/9/11,bitcoin,10336.86,10397.6,10200,10387.89,43830.25447
2020/9/12,bitcoin,10387.89,10477.97,10269.25,10440.92,35379.1531
2020/9/13,bitcoin,10440.67,10580.11,10200,10332.83,43837.60987
2020/9/14,bitcoin,10332.84,10750,10212.34,10671.77,67059.29136
2020/9/15,bitcoin,10671.77,10930.04,10606.48,10785.31,61822.45279
2020/9/16,bitcoin,10785.23,11093,10661.22,10954.01,64991.51244
2020/9/17,bitcoin,10954.01,11045.46,10745.83,10939.99,55601.61453
2020/9/18,bitcoin,10940,11038.03,10812.84,10933.39,47266.72828
2020/9/19,bitcoin,10933.4,11179.79,10887.37,11080.65,38440.03686
2020/9/20,bitcoin,11080.64,11080.64,10723,10920.28,39157.92257
2020/9/21,bitcoin,10920.28,10988.86,10296.35,10417.22,70683.43118
2020/9/22,bitcoin,10417.22,10572.71,10353,10529.61,43991.23548
2020/9/23,bitcoin,10529.61,10537.15,10136.82,10241.46,51876.56808
2020/9/24,bitcoin,10241.46,10795.24,10190.93,10736.32,57676.61943
2020/9/25,bitcoin,10736.33,10760.53,10556.24,10686.67,48101.11701
2020/9/26,bitcoin,10686.57,10820.94,10644.68,10728.6,28420.83666
2020/9/27,bitcoin,10728.59,10799,10594.82,10774.25,30549.48325
2020/9/28,bitcoin,10774.26,10950,10626,10696.12,50095.25173
2020/9/29,bitcoin,10696.11,10867.54,10635.87,10840.48,41874.8984
2020/9/30,bitcoin,10840.58,10849.34,10665.13,10776.59,39596.02732
2020/10/1,bitcoin,10776.59,10920,10437,10619.13,60866.33289
2020/10/2,bitcoin,10619.13,10664.64,10374,10570.4,50130.39371
2020/10/3,bitcoin,10570.4,10603.56,10496.46,10542.06,22298.22134
2020/10/4,bitcoin,10542.07,10696.87,10517.87,10666.63,23212.0016
2020/10/5,bitcoin,10666.62,10798,10615.64,10792.21,34025.76165
2020/10/6,bitcoin,10792.2,10800,10525,10599.66,48674.74047
2020/10/7,bitcoin,10599.65,10681.87,10546.17,10666.39,32811.99028
2020/10/8,bitcoin,10666.4,10950,10530.41,10925.57,51959.69157
2020/10/9,bitcoin,10925.44,11104.64,10829,11050.64,48240.07324
2020/10/10,bitcoin,11050.64,11491,11050.51,11293.22,43648.03694
2020/10/11,bitcoin,11293.22,11445,11221,11369.02,29043.85134
2020/10/12,bitcoin,11369.02,11720.01,11172,11528.25,52825.28371
2020/10/13,bitcoin,11528.24,11557,11300,11420.56,42205.28371
2020/10/14,bitcoin,11420.57,11547.98,11280,11417.89,41415.10602
2020/10/15,bitcoin,11417.89,11617.34,11250.83,11505.12,48760.71768
2020/10/16,bitcoin,11505.13,11541.15,11200,11319.32,48797.7495
2020/10/17,bitcoin,11319.24,11402.42,11255,11360.2,22368.91524
2020/10/18,bitcoin,11360.31,11505,11346.22,11503.14,23284.04119
2020/10/19,bitcoin,11503.14,11823.99,11407.96,11751.47,47414.53469
2020/10/20,bitcoin,11751.46,12038.38,11677.59,11909.99,62134.75066
2020/10/21,bitcoin,11910,13217.68,11886.95,12780.96,114584.4568
2020/10/22,bitcoin,12780.75,13185,12678.08,12968.52,70038.82414
2020/10/23,bitcoin,12968.84,13027.69,12720.08,12923.07,50386.99984
2020/10/24,bitcoin,12923.06,13166.73,12870,13111.73,35952.20907
2020/10/25,bitcoin,13111.73,13350,12888,13028.83,38481.5795
2020/10/26,bitcoin,13029.64,13238.81,12765,13052.19,60951.67299
2020/10/27,bitcoin,13052.15,13789.29,13019.87,13636.17,80811.01945
2020/10/28,bitcoin,13636.16,13859.48,12888,13266.4,94440.56123
2020/10/29,bitcoin,13266.4,13642.91,12920.77,13455.7,74872.60213
2020/10/30,bitcoin,13455.69,13669.98,13115,13560.1,70657.77888
2020/10/31,bitcoin,13560.1,14100,13411.5,13791,67339.23852
2020/11/1,bitcoin,13791,13895,13603,13761.5,36285.64853
2020/11/2,bitcoin,13761.49,13830,13195.05,13549.37,64566.42191
2020/11/3,bitcoin,13549.63,14066.11,13284.99,14023.53,74115.63079
2020/11/4,bitcoin,14023.53,14259,13525,14144.01,93016.98826
2020/11/5,bitcoin,14144.01,15750,14093.56,15590.02,143741.5227
2020/11/6,bitcoin,15590.02,15960,15166,15579.92,122618.1977
2020/11/7,bitcoin,15579.93,15753.52,14344.22,14818.3,101431.2066
2020/11/8,bitcoin,14818.3,15650,14703.88,15475.1,65547.17857
2020/11/9,bitcoin,15475.1,15840,14805.54,15328.41,108976.3341
2020/11/10,bitcoin,15328.41,15460,15072.46,15297.21,61681.91961
2020/11/11,bitcoin,15297.21,15965,15272.68,15684.24,78469.74646
2020/11/12,bitcoin,15684.25,16340.7,15440.64,16291.86,102196.3566
2020/11/13,bitcoin,16291.85,16480,15952.35,16320.7,75691.88101
2020/11/14,bitcoin,16320.04,16326.99,15670,16070.45,59116.34718
2020/11/15,bitcoin,16069.56,16180,15774.72,15957,43596.84151
2020/11/16,bitcoin,15957,16880,15864,16713.57,81300.67592
2020/11/17,bitcoin,16713.08,17858.82,16538,17659.38,115221.4031
2020/11/18,bitcoin,17659.38,18476.93,17214.45,17776.12,149019.7881
2020/11/19,bitcoin,17777.75,18179.8,17335.65,17802.82,93009.56101
2020/11/20,bitcoin,17802.81,18815.22,17740.04,18655.67,88423.01849
2020/11/21,bitcoin,18655.66,18965.9,18308.58,18703.8,75577.45839
2020/11/22,bitcoin,18703.8,18750,17610.86,18414.43,81645.73778
2020/11/23,bitcoin,18413.88,18766,18000,18368,82961.50609
2020/11/24,bitcoin,18368.01,19418.97,18018,19160.01,113581.5092
2020/11/25,bitcoin,19160,19484.21,18500.27,18719.11,93266.57689
2020/11/26,bitcoin,18718.83,18915.03,16188,17149.47,181005.2467
2020/11/27,bitcoin,17149.47,17457.62,16438.08,17139.52,85297.02479
2020/11/28,bitcoin,17139.53,17880.49,16865.56,17719.85,64910.69997
2020/11/29,bitcoin,17719.84,18360.05,17517,18184.99,55329.0163
2020/11/30,bitcoin,18185,19863.16,18184.99,19695.87,115463.4669
2020/12/1,bitcoin,19695.87,19888,18001.12,18764.96,127698.7627
2020/12/2,bitcoin,18764.96,19342,18330,19204.09,75911.01348
2020/12/3,bitcoin,19204.08,19598,18867.2,19421.9,66689.39128
2020/12/4,bitcoin,19422.34,19527,18565.31,18650.52,71283.6682
2020/12/5,bitcoin,18650.51,19177,18500,19147.66,42922.74857
2020/12/6,bitcoin,19147.66,19420,18857,19359.4,37043.09186
2020/12/7,bitcoin,19358.67,19420.91,18902.88,19166.9,41372.29629
2020/12/8,bitcoin,19166.9,19294.84,18200,18324.11,61626.94761
2020/12/9,bitcoin,18324.11,18639.57,17650,18541.28,79585.5538
2020/12/10,bitcoin,18541.29,18557.32,17911.12,18254.63,52890.67509
2020/12/11,bitcoin,18254.81,18292.73,17572.33,18036.53,72610.72426
2020/12/12,bitcoin,18036.53,18948.66,18020.7,18808.69,49519.97843
2020/12/13,bitcoin,18808.69,19411,18711.12,19174.99,56560.82174
2020/12/14,bitcoin,19174.99,19349,19000,19273.14,47257.20129
2020/12/15,bitcoin,19273.69,19570,19050,19426.43,61834.36601
2020/12/16,bitcoin,19426.43,21560,19278.6,21335.52,114306.3356
2020/12/17,bitcoin,21335.52,23800,21230,22797.16,184882.4767
2020/12/18,bitcoin,22797.15,23285.18,22350,23107.39,79646.13432
2020/12/19,bitcoin,23107.39,24171.47,22750,23821.61,86045.06468
2020/12/20,bitcoin,23821.6,24295,23060,23455.52,76690.14569
2020/12/21,bitcoin,23455.54,24102.77,21815,22719.71,88030.29724
2020/12/22,bitcoin,22719.88,23837.1,22353.4,23810.79,87033.12616
2020/12/23,bitcoin,23810.79,24100,22600,23232.76,119047.2597
2020/12/24,bitcoin,23232.39,23794.43,22703.42,23729.2,69013.83425
2020/12/25,bitcoin,23728.99,24789.86,23433.6,24712.47,79519.94357
2020/12/26,bitcoin,24712.47,26867.03,24500,26493.39,97806.51339
2020/12/27,bitcoin,26493.4,28422,25700,26281.66,148455.5862
